motion_state,axdt_sum,aydt_sum,azdt_sum,gxdt_sum,gydt_sum,gzdt_sum,adt_sum,gdt_sum,axdt_var,aydt_var,azdt_var,gxdt_var,gydt_var,gzdt_var,adt_var,gdt_var,axdt_min,aydt_min,azdt_min,gxdt_min,gydt_min,gzdt_min,adt_min,gdt_min,axdt_max,aydt_max,azdt_max,gxdt_max,gydt_max,gzdt_max,adt_max,gdt_max
rest,0.26547215176047756,0.07360366448556306,9.78236219406128,-0.002574167457241856,0.0010543479732587002,-0.00012651857592572928,9.788655051416324,0.009529551424688532,3.4152039715552767e-06,1.2349843502986107e-06,6.273633746131924e-06,4.317381126243565e-09,2.7345799998808995e-09,2.870173014970021e-09,6.149614286886806e-06,1.5324012462367885e-09,-0.0006171364337205887,-0.001575789600610733,0.09392729759216309,-0.00019120775163173676,-0.00013120594434440136,-9.811729192733765e-05,0.09397973282470953,1.6755423355993516e-05,0.0058504223823547365,0.002772377133369446,0.1019247055053711,0.00016499938443303107,0.0001259301882237196,0.00015335644595324994,0.10194399992977339,0.0002040551340326509
rest,0.2588598528923467,0.07479598881211132,9.791822652816773,-0.0024962156854780914,0.00045774565751798945,-0.0006851532748623868,9.799067577275178,0.00885087331837427,4.663749871057054e-06,2.107586280470067e-06,1.08409361607895e-05,4.1281458565015e-09,2.457480159446898e-09,2.1612993562259066e-09,1.060907469533738e-05,1.5319860133408208e-09,-0.0014667320251464844,-0.0023265275359153747,0.0927775764465332,-0.00020804937928915024,-0.00014573399908840656,-0.0001274088304489851,0.09293437134107231,2.0862879809151407e-05,0.006478387117385864,0.003426140546798706,0.10293713569641114,0.00015292287804186344,9.713834151625633e-05,0.00011830083094537258,0.10294347954841257,0.00021580054330031336
rest,0.26302905853488484,0.07658083763206378,9.790304450988769,-0.0016793844693165738,0.0010914227865669091,-0.0012135225908059511,9.79873128579611,0.008890788539651829,6.245428354996198e-06,2.586283859871065e-06,8.03595217873762e-06,3.81946104055693e-09,2.567777582980755e-09,2.5689942132424253e-09,7.774264609482392e-06,1.5257330505590314e-09,-0.0016983357071876527,-0.0021815867722034454,0.09350579261779786,-0.00019558262079954146,-0.00010578392073512077,-0.00012239448726177217,0.09354446159068884,1.1435061353024232e-05,0.007138164043426514,0.0037975943088531497,0.10223812103271485,0.00015412424691021442,0.00011067474260926247,0.00010057279840111733,0.10228675177769393,0.00021241940503925264
rest,0.263225992328953,0.07350355880334973,9.78169828414917,-0.0024812381743322476,0.001924500776513014,-0.0004768684709415538,9.790078305705828,0.009983429437110749,6.108779380567984e-06,2.7211797594089338e-06,1.5620526211550383e-05,4.9934272243963465e-09,2.795149365146822e-09,2.8934161394692117e-09,1.5428140550442255e-05,1.6333852875347582e-09,-0.001556164175271988,-0.0021593351662158966,0.09176030158996583,-0.0001770351827144623,-0.00010332442820072175,-0.0001316735427826643,0.09185395442949422,2.7842638301285283e-05,0.006918290853500366,0.0040311175584793095,0.10377994537353516,0.0001623854972422123,0.00014254798181355,0.00016863172873854637,0.1038041231403276,0.00021719573824850987
rest,0.26374836086528375,0.07671172994421795,9.78968870162964,-0.0022239700798672856,0.000888398239021626,-0.0003266346894815797,9.797531404788492,0.00860009341112376,6.026647098171255e-06,1.8898050809202258e-06,1.891056313281367e-05,3.5029050136794716e-09,2.518268997150993e-09,2.322830657132197e-09,1.893117029861209e-05,1.4632347576151932e-09,-0.0018765614926815033,-0.0019302557408809662,0.09122700691223144,-0.0001620909571647644,-0.00010722754523158073,-0.0001218418125063181,0.09125622889829547,1.1291744901638565e-05,0.006740392446517945,0.003577347695827484,0.10425020217895509,0.00011790071614086629,0.00014864351600408555,0.00012631617486476897,0.10431657030829503,0.00017520208665796187
rest,0.2633619437785819,0.07664209944545292,9.790717239379884,-0.0015278329681314062,0.0010069547351849906,-0.001358487439720193,9.798093055752787,0.009256908111688677,5.7797479228344e-06,1.3226135652901984e-06,1.843373773323145e-05,3.6506158966261006e-09,2.887327192307998e-09,3.1172660842767167e-09,1.854115549788948e-05,1.524236622993704e-09,-0.0015762586891651155,-0.0016968472301959992,0.09136980056762696,-0.00014549726620316505,-0.00012135385535657406,-0.00017754869535565376,0.0914071091253234,1.6270902620994473e-05,0.006737536191940308,0.003280929625034332,0.10423547744750977,0.0001414188649505377,0.00015238741412758826,0.00011768887750804424,0.10429027101538642,0.00021376925446602049
rest,0.25974553834850667,0.07405131534294924,9.785505628585815,-0.002860746346686938,0.0017470774448520388,-0.0004301181274786359,9.792610329345035,0.008778479273492183,5.314225375054915e-06,1.4409510063472208e-06,1.737399879754175e-05,3.486691076854409e-09,2.5484069004263125e-09,2.2859147929140387e-09,1.7447830399711275e-05,1.6906544375530737e-09,-0.0018071085214614868,-0.0019719688594341278,0.09168349266052246,-0.00016069833189249038,-7.402731571346522e-05,-0.00012465349398553373,0.09174443882765793,6.6351421357509255e-06,0.006627671718597412,0.0033125412464141846,0.10389833450317383,0.00013593120500445365,0.00014587516896426677,0.00012303036637604237,0.10394080769581632,0.00018367191471846674
rest,0.26557149096392096,0.07366685667540879,9.793472633361816,-0.001788237724103965,0.000499040148279164,-0.000654596625645354,9.800223201881439,0.009527867408130416,4.290396971378657e-06,1.4419355410082484e-06,1.1277738211614524e-05,3.995850645041346e-09,3.492127272876661e-09,3.114376223007732e-09,1.1321831966101858e-05,1.824078850309126e-09,-0.0010660842806100846,-0.0018805845081806183,0.09264588356018066,-0.00016120592132210732,-0.00011194690130650998,-0.000154723534360528,0.09273209646386621,8.219455751091612e-06,0.006151804924011231,0.0035675793886184694,0.10368332862854004,0.0001260067615658045,0.0001610366068780422,0.0001208485383540392,0.10369280531125383,0.00019476235466075418
rest,0.2700656442088075,0.07343310275115073,9.789172086715698,-0.0011500301273190416,0.0009568810632481473,-0.0007627701693854761,9.796485465550685,0.009538621001202814,5.371625035602646e-06,1.2937989397654595e-06,1.4545109208232525e-05,5.278632521318941e-09,3.164614451365331e-09,2.3822000899010192e-09,1.4654022006785802e-05,1.91986306154098e-09,-0.0007148884236812591,-0.0017643235623836517,0.09199583053588867,-0.00019033020362257957,-0.00012779471464455128,-0.0001286298967897892,0.091996427736088,1.151827509061957e-05,0.006567317247390747,0.0032974016666412354,0.10329792022705078,0.000140216751024127,0.0001343556772917509,0.00011900566518306732,0.10339224489710236,0.00020187996024410095
rest,0.2598044024547562,0.07551699070027099,9.787833099365235,-0.0014414401378962795,0.0013989765172664193,-0.0010781317377040979,9.794463507561927,0.009126854355867024,4.0246137149319225e-06,1.6259269807066152e-06,8.782033707748691e-06,3.2221273620332907e-09,3.4899051820057807e-09,2.773529925701423e-09,8.711617179819343e-06,1.5964495987947686e-09,-0.0011222413927316666,-0.0017516294121742249,0.09329579353332519,-0.0001305311731994152,-0.00013482473790645599,-0.00015212925150990487,0.09330595462560017,2.3156407112329457e-05,0.006003073453903198,0.003908752501010895,0.10277278900146485,0.00013192670419812203,0.00014812281355261803,0.00014025677926838399,0.10290520631692902,0.0001990343845951736
rest,0.266830826869118,0.0741550434101373,9.788130369186401,-0.0021901343800709585,0.0006427523553247739,-0.0017473623568366747,9.794569820662385,0.00953773459545064,4.096126874245423e-06,8.911693469368515e-07,8.767167481800414e-06,4.924240724210212e-09,2.255988452102393e-09,2.930131772351687e-09,8.764141782734968e-06,1.7562915735004769e-09,-0.0006390400230884552,-0.0010940800607204437,0.09338179588317871,-0.00017256665974855424,-9.609334170818329e-05,-0.00015421638265252115,0.09344641250115207,2.5255225638744266e-05,0.006026854515075683,0.0027370959520339965,0.1024940299987793,0.0001760723441839218,0.00013075217604637148,0.00011296192184090615,0.1025156951524322,0.00019978870384305868
rest,0.2689520303881727,0.07063662820030003,9.784886608123779,-0.001708898239885457,0.0023262737789627864,-0.0005761018654948202,9.791297553209677,0.00924368667883662,4.124372989611161e-06,8.236668340065459e-07,7.127773204176873e-06,4.2335466163727576e-09,2.5321720978296685e-09,2.3375907182485785e-09,7.20943790089378e-06,1.3475551730468065e-09,-0.0005928225070238114,-0.0013905249536037446,0.09411545753479005,-0.00016159236431121827,-0.00010096568614244461,-0.00011747471988201142,0.0941173081546881,4.486961604859889e-06,0.006135537028312683,0.0031245261430740356,0.10206847190856934,0.00014979357831180096,0.00013005497865378857,0.00010856198146939278,0.10220460266816145,0.00018441069832905594
rest,0.2647552024899051,0.07612388009933056,9.791560010910034,-0.002097233248932753,0.001434763206234493,-0.0006206465139575812,9.797880496683902,0.008912822442340828,4.293166209365591e-06,6.310209073719914e-07,6.5428366904194865e-06,3.496085170334445e-09,2.5359422819038845e-09,2.537484955402931e-09,6.6261533344873545e-06,1.2365559394580985e-09,-0.0005823863297700882,-0.0010783140361309053,0.09405138969421387,-0.00017174603417515754,-0.00011778241023421288,-0.0001684432290494442,0.09405455235737785,2.829461666331161e-05,0.005738710165023804,0.0026337048411369324,0.10184009552001953,0.00014917046763002873,0.00012592905201017857,0.00015132245607674122,0.10197418051562396,0.00019138039847401702
rest,0.26749358483415564,0.07310687912045978,9.788889856338502,-0.00047199168966471916,7.493048629839903e-05,-0.00035154171685462647,9.795560824782916,0.008280380694428833,4.95553378953358e-06,5.874114052773166e-07,7.612130785858366e-06,3.0794563865823295e-09,2.8536069371399755e-09,2.4407155576479693e-09,7.725801355133734e-06,1.4836039184317758e-09,-0.0009345541149377823,-0.0007294615358114242,0.09360090255737305,-0.00016467582434415818,-0.0001363949291408062,-0.00012786694802343845,0.0936095725784053,1.5681125317722854e-05,0.006466302275657654,0.002464423179626465,0.1019890308380127,0.00014599098823964596,0.00010893214493989944,0.00014927166514098645,0.10208219353763535,0.00020200467846096833
rest,0.26821611871913775,0.07292669110232965,9.789662714004516,-0.00283697203049087,0.00022527721859660232,-0.0010888908473134506,9.796423651968666,0.009435057900014513,5.1169997695297215e-06,5.911756365712297e-07,6.854589636465403e-06,3.6783832057250147e-09,3.233066781389285e-09,2.5493447943534895e-09,6.990833096613661e-06,1.4067064812397949e-09,-0.0006158927083015442,-0.0007810395956039429,0.09382863044738769,-0.0001793799176812172,-0.00013377271592617036,-0.0001295071840286255,0.09383479548820114,1.0510922746810477e-05,0.005696752071380615,0.002410161793231964,0.10196520805358887,0.00010567307472229004,0.00012165004387497902,0.00015261405147612095,0.10209210396911582,0.00020224384227581952
rest,0.2664977247628849,0.07353632537182421,9.788275241851807,-0.0022902830199655,0.0017984249586061197,0.0003261917334748431,9.795162259101362,0.00911603209131322,5.212079047332383e-06,7.848837169934081e-07,9.682562818032217e-06,3.5104764819624232e-09,2.845729252138427e-09,2.7888303091118786e-09,9.776208065017263e-06,1.618176305880865e-09,-0.001251499205827713,-0.0012658405303955077,0.09271953582763671,-0.00015335461124777795,-0.0001242844481021166,-0.0001177391316741705,0.09273474229614903,7.438748027573031e-06,0.0065790265798568726,0.002592792809009552,0.1028321647644043,0.0001317587308585644,0.00012975574471056463,0.00014872679486870765,0.10294435586959053,0.000213674952679189
rest,0.26176426153164356,0.07211505378072616,9.790492906570435,-0.002373501482534266,0.0007658275581343332,-0.0018001652361363085,9.79845451312053,0.009255660743994542,5.802139562539678e-06,2.2915516105545103e-06,1.4636359547469788e-05,4.0778428478024794e-09,2.8998918449014996e-09,2.7708925671947627e-09,1.4423143398435239e-05,2.0509848564505047e-09,-0.0018835872411727907,-0.002144885063171387,0.09163703918457032,-0.00016685957089066506,-0.00010500074364244938,-0.0001949414797127247,0.09170878721265505,9.803817602341587e-06,0.007556194663047791,0.003959907293319702,0.10390259742736817,0.00013111242093145849,0.0001652952842414379,0.00012146391905844212,0.10391482140016255,0.000217253239127216
rest,0.2709282425418496,0.07742581882048398,9.795427827835082,-0.0011177663528360428,0.00047415310740007044,-0.0006204545481159584,9.80401870210369,0.007988140721486015,6.266200613428091e-06,2.5510223648019306e-06,1.3968406733425554e-05,2.627440702815614e-09,2.5360332645350653e-09,2.1414223369989394e-09,1.3797800333255442e-05,1.0471987739258008e-09,-0.0015385423600673676,-0.0022000037133693695,0.09181374549865723,-0.00012688035145401954,-0.00013342336751520634,-0.00010469457134604454,0.09186618768867472,5.059325180887084e-06,0.007326089143753052,0.003929752409458161,0.10360988616943359,8.896457962691784e-05,0.00011783144436776638,9.825103916227818e-05,0.10364167545606999,0.00015910278316374435
rest,0.26719707956290223,0.07240256823250092,9.78769983291626,-0.0021626441491389417,0.0008924015169031917,-0.0006955285363073926,9.795460718741529,0.00887282498197249,6.103052717575672e-06,1.595276846597766e-06,1.6164364606401738e-05,3.585505325259031e-09,2.7050730750334597e-09,2.4924405817667906e-09,1.6251960642723847e-05,1.432528776733906e-09,-0.0012350388616323472,-0.0018543408811092378,0.0922408390045166,-0.00017366563901305198,-0.0001750771701335907,-0.00014717485755681993,0.09224269776452712,2.086422423554253e-05,0.006522244215011597,0.0031522840261459352,0.10337406158447265,0.00012934555299580098,0.00016440296545624733,0.0001229751016944647,0.10348696989671392,0.00018307779197959
rest,0.26500869277864697,0.07477831622934901,9.78881781578064,-0.0019392280582906096,0.0004026747130410513,-0.0013128468298964436,9.79631179796697,0.009032202910614833,6.075830023414485e-06,1.2559869257249501e-06,1.4881289939444998e-05,4.126150933050492e-09,2.7604781688945433e-09,2.4845309698022024e-09,1.5046520159691086e-05,1.7010216643567683e-09,-0.001277211904525757,-0.00204689085483551,0.09189739227294923,-0.00018620489165186883,-0.00011530609801411628,-0.0001425332948565483,0.09190588270687887,1.5850695607449838e-05,0.006857700943946839,0.00289973258972168,0.10376298904418946,0.0001817573420703411,0.00015032423660159112,9.730562567710876e-05,0.10385623859332935,0.00020305565511747004
